Yeshayah,1,1,"The chazon (vision) of Yeshayah ben Amotz, which he saw concerning Yehudah and Yerushalayim in the yamim of Uziyahu, Yotam, Achaz, and Yechizkiyahu, melachim of Yehudah."
Yeshayah,1,2,"Hear, O Shomayim, and give ear, O Eretz, for Hashem hath spoken; I have nourished and brought up banim, and they have rebelled against Me."
Yeshayah,1,3,"The ox knoweth his owner, and the donkey his masterʼs manger; but Yisroel doth not know, My people doth not consider."
Yeshayah,1,4,"Ah, goy choteh (sinful nation) , a people weighed down with avon (guilt, iniquity) , zera of evildoers, banim of corruption; they forsook Hashem , they have spurned the Kadosh Yisroel (the Holy One of Yisroel) , they have turned their back on Him."
Yeshayah,1,5,"Why, seeing that ye will be stricken again, will ye rebel stubbornly again? The kol rosh is sick, and the kol levav faint."
Yeshayah,1,6,"From the sole of the regel even unto the rosh there is no soundness in it; but wounds, and bruises, and putrifying sores; they have not been closed, neither bound up, neither soothed with shemen."
Yeshayah,1,7,"Your country is desolate, your cities are burned with eish; your land, zarim devour it in your presence, and it is desolate, as overthrown by zarim."
Yeshayah,1,8,"And the Bat Tziyon (i.e., Yerushalayim) is left as a sukkah in a kerem (vineyard) , as a shack in a cucumber field, as an ir (city) under siege."
Yeshayah,1,9,"Except Hashem Tzva'os had left unto us a very small remnant, we should have been as Sodom, and we should have been like unto Amora (Gomorrah)."
Yeshayah,1,10,"Hear the Devar Hashem , ye rulers of Sodom; give ear unto the Torat Eloheinu, ye people of Amora (Gomorrah)."
Yeshayah,1,11,"To what purpose is the multitude of your zevakhim unto Me? saith Hashem ; I am fed up of the olot (burnt offerings) of rams, and the fat of fed beasts; and I delight not in the dahm of bulls, or of lambs, or of goats."
Yeshayah,1,12,"When ye come to appear before Me, who hath required this at your hand, to trample khatzerai (My courts)?"
Yeshayah,1,13,"Bring no more futile minchot; ketoret is an abomination unto Me; Rosh Chodesh (New Moon) and Shabbos, the calling of assemblies — I cannot endure aven (wickedness) and atzarah (solemn convocation)."
Yeshayah,1,14,Your Rosh Chodesh and your Mo'adim My Nefesh hateth; they are a burden unto Me; I am weary to bear them.
Yeshayah,1,15,"And when ye spread forth your hands, I will hide Mine eyes from you; yea, when ye make many tefillah, I will not hear; your hands are full of damim."
Yeshayah,1,16,"Wash you, make you clean; put away the evil of your doings from before Mine eyes; cease to do evil;"
Yeshayah,1,17,"Learn to do good; seek mishpat, relieve the oppressed, judge the fatherless, plead for the almanah."
Yeshayah,1,18,"Come now, and let us reason together, saith Hashem ; though your sins be as scarlet, they shall be as white as snow; though they be red like crimson, they shall be as wool."
Yeshayah,1,19,"If ye be willing and obedient, ye shall eat the good of ha'aretz;"
Yeshayah,1,20,"But if ye refuse and rebel, ye shall be devoured with the cherev; for the mouth of Hashem hath spoken."
Yeshayah,1,21,"How is the Kiryah Ne'emanah (Faithful City, i.e., Yerushalayim) become a zonah (harlot) ! It was full of mishpat; tzedek lodged in it; but now murderers."
Yeshayah,1,22,"Thy kesef is become dross, thy wine mixed with mayim:"
Yeshayah,1,23,"Thy sarim (princes) are rebellious, and companions of ganavim: every one loveth bribes, and followeth after rewards: they give no justice to the fatherless, neither doth the cause of the almanah come unto them."
Yeshayah,1,24,"Therefore saith HaAdon, Hashem Tzva'os, Avir Yisroel (the Mighty One of Yisroel) , Ah, I will relieve Myself of Mine adversaries, and avenge Me of Mine enemies:"
Yeshayah,1,25,"And I will turn My hand upon thee, and refine away thy impurities, and take away all thy alloy:"
Yeshayah,1,26,"And I will restore thy shofetim as at the first, and thy counselors as at the beginning: afterward thou shalt be called, The Ir HaTzedek, the Kiryah Ne'emanah."
Yeshayah,1,27,"Tziyon shall be redeemed with mishpat, and those in her who make teshuvah with tzedakah."
Yeshayah,1,28,"And the destruction of the poshe'im and of the chote'im shall be together, and they that forsake Hashem shall be consumed."
Yeshayah,1,29,"For they shall be ashamed of the sacred oaks which ye have delighted in, and ye shall blush for the gannot (gardens) that ye have chosen."
Yeshayah,1,30,"For ye shall be as an oak whose leaf fadeth, and as a garden that hath no mayim."
Yeshayah,1,31,"And the strong shall be as tinder, and the maker of it as a spark, and they shall both burn together, and none shall quench them."
Yeshayah,2,1,The Davar that Yeshayah ben Amotz saw concerning Yehudah and Yerushalayim.
Yeshayah,2,2,"And it shall come to pass in the acharit hayamim, that the Har Beis Hashem shall be established as the rosh of the mountains, and shall be exalted above the hills; and all the Goyim shall flow unto it."
Yeshayah,2,3,"And amim rabbim (many peoples) shall come and say, Come ye, and let us go up to Har Hashem , to the Beis Elohei Ya'akov; and He will teach us of His Derakhim, and we will walk in His Orakhot; for out of Tziyon shall go forth the torah, and the Devar Hashem from Yerushalayim."
Yeshayah,2,4,"And He shall judge among the Goyim, and shall arbitrate for amim rabbim; and they shall beat their swords into plowshares, and their spears into pruning hooks; Goy shall not lift up cherev against Goy, neither shall they train for milchamah any more."
Yeshayah,2,5,"O Bais Ya'akov, come ye, and let us walk in the Ohr Hashem."
Yeshayah,2,6,"Therefore Thou hast abandoned Thy people Bais Ya'akov, because they have found their fullness from Kedem (the East) , and practice divination like the Pelishtim, and they clasp hands contentedly with yaldei nochrim (children of foreigners)."
Yeshayah,2,7,"Their land also is full of kesef and zahav, neither is there any end of their otzarot; their land is also full of susim, neither is there any end of their merkevot:"
Yeshayah,2,8,"Their land also is full of elilim; they worship the work of their own hands, that which their own etzbe'ot have made;"
Yeshayah,2,9,And adam are humbled and ish are brought low; therefore forgive them not.
Yeshayah,2,10,"Enter into the Tzur, and hide thee in the aphar, for pachad Hashem , and for the hadar of His majesty."
Yeshayah,2,11,"The lofty looks of adam shall be humbled, and the haughtiness of anashim shall be brought low, and Hashem alone shall be exalted in Yom Hahu."
