Song of Songs,1,1,"This is Solomon's
most beautiful song."
Song of Songs,1,2,"Kiss me tenderly!
Your love is better than wine"
Song of Songs,1,3,"and you smell so sweet.
All the young women adore you;
the very mention of your name
is like spreading perfume.
*"
Song of Songs,1,4,"Hurry, my king! Let's hurry.
Take me to your home.
We are happy for you!
And we praise your love
even more than wine.
Young women of Jerusalem,
it is only right
that you should adore him."
Song of Songs,1,5,"My skin is dark and beautiful,
like a tent in the desert
or like Solomon's curtains."
Song of Songs,1,6,"Don't stare at me
just because the sun
has darkened my skin.
My brothers were angry with me;
they made me work in the vineyard,
and so I neglected
my complexion."
Song of Songs,1,7,"My darling, I love you!
Where do you feed your sheep
and let them rest at noon?
Don't let the other shepherds
think badly of me.
I'm not one of those women
who shamelessly follow
after shepherds."
Song of Songs,1,8,"My dearest, if you don't know,
just follow the path
of the sheep.
Then feed your young goats
near the shepherds' tents."
Song of Songs,1,9,"You move as gracefully
as the pony that leads
the chariot of the king."
Song of Songs,1,10,"Earrings add to your beauty,
and you wear a necklace
of precious stones."
Song of Songs,1,11,"Let's make you some jewelry
of gold, woven with silver."
Song of Songs,1,12,"My king, while you
were on your couch,
my aroma was a magic charm."
Song of Songs,1,13,"My darling, you are perfume
between my breasts"
Song of Songs,1,14,"you are flower blossoms
from the gardens of En-Gedi."
Song of Songs,1,15,"My darling, you are lovely,
so very lovely—
your eyes are those of a dove."
Song of Songs,1,16,"My love, you are handsome,
truly handsome—
the fresh green grass
will be our wedding bed"
Song of Songs,1,17,"in the shade of cedar
and cypress trees."
Song of Songs,2,1,"I am merely a rose
from the land of Sharon,
a lily from the valley."
Song of Songs,2,2,"My darling, when compared
with other young women,
you are a lily among thorns."
Song of Songs,2,3,"And you, my love,
are an apple tree
among trees of the forest.
Your shade brought me pleasure;
your fruit was sweet."
Song of Songs,2,4,"You led me to your banquet room
and showered me with love."
Song of Songs,2,5,"Refresh and strengthen me
with raisins and apples.
I am hungry for love!"
