Ezra,1,1,"NOW IN the first year of Cyrus king of Persia [almost seventy years after the first Jewish captives were taken to Babylon], that the word of the Lord by the mouth of Jeremiah might begin to be accomplished, the Lord stirred up the spirit of Cyrus king of Persia so that he made a proclamation throughout all his kingdom and put it also in writing: [Jer. 29:10-14.]"
Ezra,1,2,"Thus says Cyrus king of Persia: The Lord, the God of heaven, has given me all the kingdoms of the earth, and He has charged me to build Him a house at Jerusalem in Judah."
Ezra,1,3,"Whoever is among you of all His people, may his God be with him, and let him go up to Jerusalem in Judah and re build the house of the Lord, the God of Israel, in Jerusalem; He is God."
Ezra,1,4,"And in any place where a survivor [of the Babylonian captivity of the Jews] sojourns, let the men of that place assist him with silver and gold, with goods and beasts, besides freewill offerings for the house of God in Jerusalem."
Ezra,1,5,"Then rose up the heads of the fathers' houses of Judah and Benjamin, and the priests and Levites, with all those whose spirits God had stirred up, to go up to re build the house of the Lord in Jerusalem."
Ezra,1,6,"And all those who were around them aided them with vessels of silver, with gold, goods, beasts, and precious things, besides all that was willingly and freely offered."
Ezra,1,7,"Also Cyrus the king brought out the vessels of the house of the Lord, which Nebuchadnezzar had brought from Jerusalem [when he took that city] and had put in the house of his gods."
Ezra,1,8,"These Cyrus king of Persia directed Mithredath the treasurer to bring forth and count out to Sheshbazzar [who is Zerubbabel, recognized as the legitimate heir to the throne of David] the prince of Judah."
Ezra,1,9,"And they numbered: 30 basins of gold; 1,000 basins of silver; 29 sacrificial dishes;"
Ezra,1,10,"Of gold bowls, 30; another sort of silver bowl, 410; and other vessels, 1,000."
Ezra,1,11,"All the vessels of gold and of silver were 5,400. All these Sheshbazzar [the governor] brought with the people of the captivity from Babylon to Jerusalem."
Ezra,2,1,"NOW THESE are the people of the province [of Judah] who went up out of the captivity of those exiles whom Nebuchadnezzar the king of Babylon had carried away to Babylon, but who came again to Jerusalem and Judah, everyone to his own city."
Ezra,2,2,"These came with Zerubbabel: Jeshua, Nehemiah [not the author], Seraiah, Reelaiah, Mordecai [not Esther's relative], Bilshan, Mispar, Bigvai, Rehum, Baanah. The number of the men of Israel:"
Ezra,2,3,"The sons [meaning male descendants] of Parosh, 2,172."
Ezra,2,4,"The sons of Shephatiah, 372."
Ezra,2,5,"The sons of Arah, 775."
Ezra,2,6,"The sons of Pahath-moab, namely of the sons of Jeshua and Joab, 2,812."
Ezra,2,7,"The sons of Elam, 1,254."
Ezra,2,8,"The sons of Zattu, 945."
Ezra,2,9,"The sons of Zaccai, 760."
Ezra,2,10,"The sons of Bani, 642."
Ezra,2,11,"The sons of Bebai, 623."
Ezra,2,12,"The sons of Azgad, 1,222."
Ezra,2,13,"The sons of Adonikam, 666."
Ezra,2,14,"The sons of Bigvai, 2,056."
Ezra,2,15,"The sons of Adin, 454."
Ezra,2,16,"The sons of Ater, namely of Hezekiah, 98."
Ezra,2,17,"The sons of Bezai, 323."
Ezra,2,18,"The sons of Jorah, 112."
Ezra,2,19,"The sons of Hashum, 223."
Ezra,2,20,"The sons of Gibbar, 95."
Ezra,2,21,"The sons of Bethlehem, 123."
Ezra,2,22,"The men of Netophah, 56."
Ezra,2,23,"The men of Anathoth, 128."
Ezra,2,24,"The sons of Azmaveth, 42."
Ezra,2,25,"The sons of Kiriath-arim, Chephirah, and Beeroth, 743."
Ezra,2,26,"The sons of Ramah and Geba, 621."
Ezra,2,27,"The men of Michmas, 122."
Ezra,2,28,"The men of Bethel and Ai, 223."
Ezra,2,29,"The sons of Nebo, 52."
Ezra,2,30,"The sons of Magbish, 156."
Ezra,2,31,"The sons of the other Elam, 1,254."
Ezra,2,32,"The sons of Harim, 320."
Ezra,2,33,"The sons of Lod, Hadid, and Ono, 725."
Ezra,2,34,"The sons of Jericho, 345."
Ezra,2,35,"The sons of Senaah, 3,630."
Ezra,2,36,"The priests: the sons of Jedaiah, of the house of Jeshua, 973."
Ezra,2,37,"The sons of Immer, 1,052."
Ezra,2,38,"The sons of Pashhur, 1,247."
Ezra,2,39,"The sons of Harim, 1,017."
Ezra,2,40,"The Levites: the sons of Jeshua and Kadmiel, of the house of Hodaviah, 74."
Ezra,2,41,"The singers: the sons of Asaph, 128."
Ezra,2,42,"The sons of the gatekeepers: of Shallum, Ater, Talmon, Akkub, Hatita, and Shobai, in all 139."
Ezra,2,43,"The Nethinim [the temple servants]: the sons of Ziba, Hasupha, Tabbaoth,"
Ezra,2,44,"The sons of Keros, Siaha, Padon,"
Ezra,2,45,"The sons of Lebanah, Hagabah, Akkub,"
Ezra,2,46,"The sons of Hagab, Shalmai, Hanan,"
Ezra,2,47,"The sons of Giddel, Gahar, Reaiah,"
Ezra,2,48,"The sons of Rezin, Nekoda, Gazzam,"
Ezra,2,49,"The sons of Uzza, Paseah, Besai,"
Ezra,2,50,"The sons of Asnah, Meunim, Nephisim,"
Ezra,2,51,"The sons of Bakbuk, Hakupha, Harhur,"
Ezra,2,52,"The sons of Bazluth, Mehida, Harsha,"
Ezra,2,53,"The sons of Barkos, Sisera, Temah,"
Ezra,2,54,The sons of Neziah [and] of Hatipha.
Ezra,2,55,"The sons of [King] Solomon's servants: the sons of Sotai, Sophereth (Hassophereth), Peruda,"
Ezra,2,56,"The sons of Jaalah, Darkon, Giddel,"
Ezra,2,57,"The sons of Shephatiah, Hattil, Pochereth-hazzebaim, Ami."
Ezra,2,58,All the Nethinim [the temple servants] and the sons of Solomon's servants were 392.
Ezra,2,59,"And these were they who came up from Tel-melah, Tel-harsha, Cherub, Addan, and Immer, but they could not show a record of their fathers' houses or prove their descent, whether they were of Israel:"
Ezra,2,60,"The sons of Delaiah, Tobiah, and Nekoda, 652."
Ezra,2,61,"And of the sons of the priests: the sons of Habaiah, of Hakkoz, and of Barzillai, who had taken a wife from the daughters of Barzillai the [noted] Gileadite and had assumed their name. [II Sam. 17:27, 28; 19:31-39.]"
Ezra,2,62,"These sought their names among those enrolled in the genealogies, but they were not found; so they were excluded from the priesthood as [ceremonially] unclean."
Ezra,2,63,[Zerubbabel] the governor told them they should not eat of the most holy things [the priests' food] until there should be a priest with Urim and Thummim [who by consulting these articles in his breastplate could know God's will in the matter].
Ezra,2,64,"The whole congregation numbered 42,360,"
Ezra,2,65,"Besides their menservants and maidservants, 7,337; and among them they had 200 men and women singers."
Ezra,2,66,"Their horses were 736; their mules, 245;"
Ezra,2,67,"Their camels were 435; their donkeys, 6,720."
Ezra,2,68,"Some of the heads of families, when they came to the house of the Lord in Jerusalem, made freewill offerings for the house of God to [re]build it on its site."
Ezra,2,69,"They gave as they were able to the treasury for the work 61,000 darics of gold, 5,000 minas of silver, and 100 priests' garments."
Ezra,2,70,"So the priests, the Levites, some of the people, the singers, the gatekeepers, and the temple servants lived in their own towns, and all Israel [gradually settled] into their towns."
Ezra,3,1,"WHEN THE seventh month came and the Israelites were in the towns, the people gathered together as one man to Jerusalem."
Ezra,3,2,"Then stood up Jeshua son of Jozadak, and his brethren the priests, and Zerubbabel son of Shealtiel, and his brethren, and they built the altar of the God of Israel to offer burnt offerings upon it, as it is written in the instructions of Moses the man of God."
Ezra,3,3,"And they set the altar [in its place] upon its base, for fear was upon them because of the peoples of the countries; and they offered burnt offerings on it to the Lord morning and evening."
Ezra,3,4,"They kept also the Feast of Tabernacles, as it is written, and offered the daily burnt offerings by number according to the ordinances, as each day's duty required,"
Ezra,3,5,"And after that, the continual burnt offering, the offering at the New Moon, and at all the appointed feasts of the Lord, and the offerings of everyone who made a freewill offering to the Lord."
Ezra,3,6,"From the first day of the seventh month they began to offer burnt offerings to the Lord, but the foundation of the temple of the Lord was not yet laid."
Ezra,3,7,"They gave money also to the masons and to the carpenters, and gave food, drink, and oil to the Sidonians and the Tyrians, to bring cedar trees from Lebanon to the seaport of Joppa, according to the grant they had from Cyrus king of Persia."
Ezra,3,8,"In the second year of their coming to God's house at Jerusalem, in the second month, Zerubbabel son of Shealtiel and Jeshua son of Jozadak made a beginning, with the rest of their brethren–the priests and Levites and all who had come to Jerusalem out of the captivity. They appointed the Levites from twenty years old and upward to oversee the work of the Lord's house."
Ezra,3,9,"Then Jeshua with his sons and his kinsmen, Kadmiel and his sons, sons of Judah, together took the oversight of the workmen in the house of God–the sons of Henadad, with their sons and Levite kinsmen."
Ezra,3,10,"And when the builders laid the foundation of the temple of the Lord, the priests stood in their vestments with trumpets, and the Levite sons of Asaph with their cymbals, to praise the Lord, after the order of David king of Israel."
Ezra,3,11,"They sang responsively, praising and giving thanks to the Lord, saying, For He is good, for His mercy and loving-kindness endure forever toward Israel. And all the people shouted with a great shout when they praised the Lord, because the foundation of the house of the Lord was laid!"
Ezra,3,12,"But many of the priests and Levites and heads of fathers' houses, old men who had seen the first house [Solomon's temple], when the foundation of this house was laid before their eyes, wept with a loud voice, though many shouted aloud for joy."
Ezra,3,13,"So the people could not distinguish the shout of joy from the sound of the weeping of the people, for the people shouted with a loud shout, and the sound was heard far off."
Ezra,4,1,"NOW WHEN [the Samaritans] the adversaries of Judah and Benjamin heard that the exiles from the captivity were building a temple to the Lord, the God of Israel,"
Ezra,4,2,"They came to Zerubbabel [now governor] and to the heads of the fathers' houses and said, Let us build with you, for we seek and worship your God as you do, and we have sacrificed to Him since the days of Esarhaddon king of Assyria, who brought us here. [II Kings 17:24-29.]"
Ezra,4,3,"But Zerubbabel and Jeshua and the rest of the heads of fathers' houses of Israel said to them, You have nothing to do with us in building a house to our God; but we ourselves will together build to the Lord, the God of Israel, as King Cyrus, the king of Persia, has commanded us."
Ezra,4,4,Then [the Samaritans] the people of the land [continually] weakened the hands of the people of Judah and troubled and terrified them in building
Ezra,4,5,"And hired counselors against them to frustrate their purpose and plans all the days of Cyrus king of Persia, even until the reign of Darius [II] king of Persia."
Ezra,4,6,"And in the reign of Ahasuerus [or Xerxes], in the beginning of his reign, [the Samaritans] wrote to him an accusation against the [returned] inhabitants of Judah and Jerusalem."
Ezra,4,7,"Later, in the days of King Artaxerxes, Bishlam, Mithredath, Tabeel, and the rest of their associates wrote to Artaxerxes king of Persia; and the letter was written in the Syrian or Aramaic script and interpreted in that language."
Ezra,4,8,Rehum the [Persian] commander [of the Samaritans] and Shimshai the scribe wrote a letter against Jerusalem to Artaxerxes the king of this sort–
Ezra,4,9,"Then wrote Rehum the [Persian] commander, Shimshai the scribe, and the rest of their associates–the Dinaites, the Apharsathchites, the Tarpelites, the Apharsites, the Archevites, the Babylonians, the Susanchites, the Dehaites, the Elamites,"
Ezra,4,10,"And the rest of the nations whom the great and noble Osnappar deported and settled in the city of Samaria and the rest of the country beyond [west of] the Euphrates River, and so forth."
Ezra,4,11,"This is a copy of the letter which they sent to King Artaxerxes: Your servants, the men beyond [that is, west of] the River [Euphrates], and so forth."
Ezra,4,12,"Be it known to the king that the Jews who came up from you to us have come to Jerusalem. This rebellious and bad city they are rebuilding, and have restored its walls and repaired the foundations."
Ezra,4,13,"Be it known now to the king that if this city is rebuilt and the walls finished, then they will not pay tribute, custom, or toll, and the royal revenue will be diminished."
Ezra,4,14,"Now because we eat the salt of the king's palace and it is not proper for us to witness the king's discredit, therefore we send to inform the king,"
Ezra,4,15,"In order that a search may be made in the book of the records of your fathers, in which you will learn that this is a rebellious city, hurtful to kings and provinces, and that sedition was stirred up in it of old. That is why [it] was laid waste."
Ezra,4,16,"We declare to the king that if this city is rebuilt and its walls finished, it will mean that you will have no portion on this side of the [Euphrates] River."
Ezra,4,17,"Then the king sent an answer: To Rehum the [Persian] official, to Shimshai the scribe, to the rest of their companions who dwell in Samaria and in the rest of the country beyond the River: Greetings."
Ezra,4,18,The letter which you sent to us has been plainly read before me.
