Philippians,1,1,"This letter comes from Paul and Timothy, servants of Christ Jesus, to all God's people in Christ Jesus living in Philippi, and to the church leaders and assistants."
Philippians,1,2,Grace to you and peace from God our Father and the Lord Jesus Christ.
Philippians,1,3,When I think of you I'm so thankful to my God
Philippians,1,4,and I'm always glad to remember all of you in my prayers
Philippians,1,5,because you've been partners with me in spreading the good news right from the beginning up till now.
Philippians,1,6,I'm absolutely sure that God who began this good work in you will continue working and bring it to a successful conclusion when Jesus Christ returns.
Philippians,1,7,"It's appropriate for me to be thinking this way about all of you because you mean so much to me. Whether I'm in prison or out there making the good news clear, all of you share God's grace together with me."
Philippians,1,8,God is my witness as to my great affection for every one of you in the caring love of Christ Jesus.
Philippians,1,9,My prayer is that your love may grow more and more in knowledge and understanding
Philippians,1,10,so that you can work out what's really important. That way you can be genuine and blameless when Christ returns
Philippians,1,11,filled with the fruits of living right that come through Jesus Christ and give glory and praise to God.
Philippians,1,12,"I want you to know, my brothers and sisters, that all I've experienced has worked out to move the good news forward!"
Philippians,1,13,For everyone—including the whole praetorian guard—now knows that I'm in chains for Christ
Philippians,1,14,and because of my chains most of the Christians here have been encouraged to speak God's word boldly and fearlessly!
Philippians,1,15,"Yes, some speak out of jealousy and rivalry. However, there are those who speak from good motives."
Philippians,1,16,"They act out of love, because they know that I'm meant to be here to defend the good news."
Philippians,1,17,"Those others present Christ deceptively because of their selfish ambitions, trying to cause me problems in my imprisonment."
Philippians,1,18,"But so what? All I care about is that Christ is presented every which way, whether just pretending or whether from true convictions. That's what makes me happy—and I will go on being happy!"
Philippians,1,19,"Why? Because I'm convinced that through your prayers for me, and through the help of the Spirit of Jesus Christ, this will turn out to be my salvation."
Philippians,1,20,"For it's my strongest hope and expectation not to do anything of which I would be ashamed. Instead it's my bold hope, as always, that even now Christ will be greatly honored through me, whether I live or die."
Philippians,1,21,"As far as I'm concerned, living is for Christ, and dying brings gain."
Philippians,1,22,"But if I'm to go on living here and this would be productive work, then I really don't know what's best to choose!"
Philippians,1,23,"For I'm in a dilemma—I really want to leave and be with Christ, which would be far better"
Philippians,1,24,and yet to remain physically here is more important as far as you're concerned.
Philippians,1,25,"Since I'm absolutely sure of this, I know that I'll stay here, remaining with you all to help you as your trust and delight in God grows"
Philippians,1,26,so that when I see you again your praise to Christ Jesus may be even greater because of me.
Philippians,1,27,"Just be sure that the way you live your lives corresponds to the good news of Christ, so that whether I come and see you or not I can get to hear how you're doing—that you stand firm in full agreement with one another, spiritually united as you work together for the trusting faith of the good news."
Philippians,1,28,"Don't let your enemies scare you. By being brave you will demonstrate to them that they will be lost, but that God himself will save you."
Philippians,1,29,"For you have been given the privilege not only of trusting in Jesus, but suffering for him as well."
Philippians,1,30,"You're experiencing the same struggle you saw me having—a struggle I still have, as you now know."
Philippians,2,1,"So then, if you're encouraged by being in Christ, if you're comforted by his love, if you share together in the Spirit, if you have compassion and sympathy"
Philippians,2,2,"then make my joy complete by thinking the same way and loving the same way, spiritually united and having one purpose."
Philippians,2,3,"Don't do anything from a spirit of selfishness or pride, but humbly think of others better than you do of yourself."
Philippians,2,4,None of you should be preoccupied about your own things—instead concern yourself with the interests of others too.
